RegOpenKeyExW
LoadLibraryA
GetProcAddress
RegOpenKeyExA
LocalAlloc
HeapAlloc
HeapFree
IsBadReadPtr
IsBadWritePtr
LocalFree
RegQueryValueExW
RegCloseKey
GetCurrentThread
GlobalAlloc
GlobalLock
GetCurrentThreadId
RegQueryValueW
GlobalUnlock
RegEnumKeyW
IsBadStringPtrW
GetCurrentProcessId
GlobalReAlloc
GlobalSize
GlobalFree
RegEnumValueW
GetEnvironmentVariableW
RegCreateKeyExW
LoadLibraryExW
RegSetValueExW
CreateProcessW
SetThreadPriority
OpenProcess
GetModuleFileNameW
ReadFile
LoadLibraryW
GetFileAttributesW
GetFullPathNameW
GetLongPathNameW
GetFileAttributesW, GetCurrentThreadId
RegCloseKey, LocalAlloc
HeapAlloc, RegSetValueExW
RegEnumKeyW, GlobalLock
GetFullPathNameW, GetCurrentThreadId
HeapAlloc, GlobalUnlock
HeapFree, SetThreadPriority
HeapFree, GetFileAttributesW
GetEnvironmentVariableW, GetProcAddress
RegCreateKeyExW, HeapFree
RegEnumValueW, GetFullPathNameW
IsBadStringPtrW, CreateProcessW
SetThreadPriority, LocalFree
RegQueryValueW, RegOpenKeyExW
LocalFree, GetEnvironmentVariableW
GetFileAttributesW, RegQueryValueExW
GlobalReAlloc, CreateProcessW
GlobalUnlock, LocalFree
RegOpenKeyExW, LoadLibraryA
LocalFree, CreateProcessW
RegEnumKeyW, GlobalFree
GlobalAlloc, RegQueryValueExW
HeapAlloc, GetFullPathNameW
LocalAlloc, GetProcAddress
HeapFree, LoadLibraryA
IsBadWritePtr, LocalFree
LocalFree, RegEnumValueW
IsBadReadPtr, LoadLibraryExW
GetLongPathNameW, GetCurrentProcessId
HeapAlloc, RegOpenKeyExA
GlobalFree, SetThreadPriority
GlobalFree, GetFileAttributesW
RegOpenKeyExW, LocalAlloc
IsBadStringPtrW, RegOpenKeyExW
HeapAlloc, GetLongPathNameW
RegQueryValueExW, LocalAlloc
GlobalReAlloc, RegOpenKeyExW
RegSetValueExW, RegQueryValueExW
HeapFree, LocalAlloc
GetEnvironmentVariableW, OpenProcess
GetLongPathNameW, IsBadWritePtr
CreateProcessW, LocalFree
RegOpenKeyExA, RegCloseKey
GlobalFree, LoadLibraryA
GetProcAddress, RegQueryValueExW
IsBadReadPtr, GetFullPathNameW
RegEnumKeyW, RegCreateKeyExW
GlobalSize, RegEnumValueW
RegEnumKeyW, GlobalSize
GetLongPathNameW, GetCurrentThread
GetCurrentProcessId, GetCurrentProcessId
GetCurrentProcessId, IsBadReadPtr
LocalAlloc, OpenProcess
IsBadStringPtrW, LocalFree
OpenProcess, HeapAlloc
GlobalAlloc, LoadLibraryExW
GetFileAttributesW, RegSetValueExW
RegOpenKeyExA, IsBadReadPtr
LocalFree, LocalFree
GlobalReAlloc, LocalFree
GetEnvironmentVariableW, GlobalUnlock
GetFileAttributesW, GlobalUnlock
RegCloseKey, GlobalReAlloc
GlobalAlloc, RegSetValueExW
GlobalFree, LocalAlloc
LoadLibraryA, GetCurrentProcessId
LocalAlloc, HeapFree
GlobalUnlock, GetProcAddress
GetCurrentProcessId, IsBadWritePtr
GetFullPathNameW, LocalFree
SetThreadPriority, RegQueryValueExW
GlobalSize, GetFileAttributesW
GetCurrentThread, RegEnumValueW
GlobalUnlock, RegQueryValueExW
GetEnvironmentVariableW, GlobalFree
LocalAlloc, GlobalLock
IsBadWritePtr, GetProcAddress
RegCloseKey, HeapFree
GetFileAttributesW, GetFullPathNameW
RegEnumKeyW, IsBadStringPtrW
RegCloseKey, LoadLibraryW
RegSetValueExW, RegSetValueExW
GlobalLock, LoadLibraryExW
GlobalAlloc, GetFullPathNameW
GetEnvironmentVariableW, RegOpenKeyExA
RegSetValueExW, GlobalUnlock
GetFileAttributesW, RegOpenKeyExA
GetCurrentThread, GetFileAttributesW
RegCloseKey, GlobalLock
GlobalSize, LoadLibraryA
GetCurrentProcessId, GetCurrentThreadId
LocalAlloc, GlobalFree
GetEnvironmentVariableW, GetLongPathNameW
IsBadReadPtr, RegEnumKeyW
RegCreateKeyExW, HeapAlloc
GetFileAttributesW, GetLongPathNameW
RegOpenKeyExA, GetCurrentThreadId
HeapAlloc, RegCloseKey
RegEnumValueW, GetCurrentProcessId
LoadLibraryA, GetCurrentThread
RegEnumValueW, IsBadReadPtr
RegOpenKeyExW, GlobalReAlloc
GetProcAddress, RegSetValueExW
RegQueryValueW, RegQueryValueExW
RegQueryValueExW, GlobalReAlloc
LoadLibraryExW, LoadLibraryA
GlobalUnlock, RegQueryValueW
GlobalUnlock, OpenProcess
GetCurrentThreadId, SetThreadPriority
RegSetValueExW, GetFullPathNameW
CreateProcessW, RegQueryValueExW
HeapFree, GlobalReAlloc
GlobalSize, LocalAlloc
GlobalUnlock, GlobalAlloc
RegEnumValueW, IsBadWritePtr
HeapAlloc, IsBadReadPtr
GetCurrentThread, LoadLibraryA
RegQueryValueExW, OpenProcess
GetCurrentProcessId, GetEnvironmentVariableW
GetCurrentProcessId, CreateProcessW
RegOpenKeyExW, HeapFree
IsBadWritePtr, OpenProcess
IsBadWritePtr, RegQueryValueW
LocalAlloc, GetModuleFileNameW
GlobalLock, GetFullPathNameW
RegOpenKeyExA, GetEnvironmentVariableW
GetEnvironmentVariableW, RegCreateKeyExW
RegOpenKeyExW, LoadLibraryW
IsBadWritePtr, GlobalAlloc
RegQueryValueExW, HeapFree
LocalFree, GetProcAddress
SetThreadPriority, RegSetValueExW
IsBadStringPtrW, RegQueryValueExW
IsBadStringPtrW, GlobalAlloc
RegSetValueExW, GetLongPathNameW
LoadLibraryExW, LocalAlloc
GlobalReAlloc, RegQueryValueExW
GlobalUnlock, RegSetValueExW
RegOpenKeyExW, GlobalLock
HeapFree, HeapFree
GetCurrentProcessId, RegEnumValueW
GlobalUnlock, GlobalUnlock
GetCurrentThread, LocalAlloc
RegQueryValueExW, GlobalLock
RegOpenKeyExA, RegEnumValueW
GlobalAlloc, RegEnumKeyW
GetProcAddress, RegOpenKeyExA
RegCloseKey, GetModuleFileNameW
LocalAlloc, RegCreateKeyExW
LocalAlloc, GlobalSize
HeapFree, GlobalLock
RegEnumValueW, GetCurrentThreadId
GetLongPathNameW, LocalFree
IsBadWritePtr, GlobalUnlock
CreateProcessW, OpenProcess
RegCloseKey, LoadLibraryExW
IsBadReadPtr, GetCurrentProcessId
GlobalUnlock, GlobalFree
GetEnvironmentVariableW, IsBadStringPtrW
IsBadReadPtr, IsBadReadPtr
HeapAlloc, GetCurrentThreadId
LoadLibraryA, RegOpenKeyExW
GlobalFree, HeapFree
RegQueryValueW, RegSetValueExW
SetThreadPriority, RegOpenKeyExA
IsBadWritePtr, GlobalFree
RegQueryValueW, GlobalUnlock
LocalFree, RegQueryValueW
LocalFree, OpenProcess
GlobalReAlloc, RegQueryValueW
GlobalUnlock, RegOpenKeyExA
RegEnumValueW, GetEnvironmentVariableW
CreateProcessW, RegSetValueExW
GetCurrentThreadId, RegOpenKeyExW
GetEnvironmentVariableW, RegCloseKey
IsBadReadPtr, IsBadWritePtr
LocalFree, GlobalAlloc
GlobalReAlloc, GlobalAlloc
GetModuleFileNameW, RegOpenKeyExW
LocalAlloc, IsBadStringPtrW
GlobalLock, RegEnumKeyW
GetFileAttributesW, RegCloseKey
GlobalUnlock, GetLongPathNameW
CreateProcessW, GlobalUnlock
OpenProcess, IsBadWritePtr
IsBadWritePtr, RegOpenKeyExA
GetCurrentProcessId, LocalFree
RegOpenKeyExW, GetModuleFileNameW
RegCloseKey, HeapAlloc
HeapAlloc, GetEnvironmentVariableW
RegQueryValueExW, GetModuleFileNameW
IsBadWritePtr, GetLongPathNameW
IsBadReadPtr, GetCurrentThread
IsBadStringPtrW, RegSetValueExW
RegQueryValueW, GetFullPathNameW
GlobalReAlloc, RegSetValueExW
IsBadStringPtrW, GlobalUnlock
HeapFree, GetModuleFileNameW
CreateProcessW, GlobalFree
GetFileAttributesW, IsBadReadPtr
LocalFree, GlobalUnlock
GlobalReAlloc, GlobalUnlock
GlobalAlloc, GetCurrentProcessId
OpenProcess, GetCurrentThread
HeapAlloc, RegEnumValueW
GlobalAlloc, IsBadReadPtr
IsBadReadPtr, GetCurrentThreadId
RegOpenKeyExW, RegCreateKeyExW
RegOpenKeyExW, GlobalSize
HeapFree, LoadLibraryExW
RegQueryValueExW, RegCreateKeyExW
RegQueryValueExW, GlobalSize
CreateProcessW, RegOpenKeyExA
RegQueryValueW, GetLongPathNameW
IsBadWritePtr, RegCreateKeyExW
GlobalAlloc, IsBadWritePtr
LocalFree, GlobalFree
IsBadStringPtrW, GetFullPathNameW
CreateProcessW, GetLongPathNameW
GlobalSize, HeapFree
GlobalReAlloc, GetFullPathNameW
GetCurrentThread, GlobalReAlloc
RegEnumKeyW, SetThreadPriority
GetLongPathNameW, RegQueryValueExW
RegSetValueExW, IsBadReadPtr
GetFullPathNameW, GlobalFree
GetProcAddress, RegCloseKey
IsBadReadPtr, CreateProcessW
IsBadReadPtr, GetEnvironmentVariableW
RegEnumKeyW, GetFileAttributesW
RegOpenKeyExW, HeapAlloc
LocalFree, RegOpenKeyExA
GlobalLock, GetCurrentProcessId
GlobalSize, GlobalLock
GlobalLock, IsBadReadPtr
IsBadStringPtrW, GetLongPathNameW
LoadLibraryExW, HeapFree
RegEnumValueW, LocalFree
RegOpenKeyExW, IsBadStringPtrW
GlobalFree, LoadLibraryExW
HeapFree, HeapAlloc
RegSetValueExW, IsBadWritePtr
GlobalReAlloc, GetLongPathNameW
GetFullPathNameW, RegOpenKeyExA
LocalFree, GetLongPathNameW
RegCreateKeyExW, GetCurrentThread
GetCurrentThread, HeapFree
RegCloseKey, RegEnumKeyW
GetProcAddress, IsBadReadPtr
RegQueryValueExW, IsBadStringPtrW
GlobalAlloc, GetCurrentThreadId
RegEnumKeyW, LoadLibraryA
IsBadWritePtr, IsBadStringPtrW
RegCreateKeyExW, SetThreadPriority
GlobalLock, IsBadWritePtr
GetFullPathNameW, GetLongPathNameW
SetThreadPriority, RegCloseKey
GetCurrentProcessId, GetProcAddress
GetCurrentThread, GlobalLock
GlobalUnlock, RegCloseKey
RegOpenKeyExA, GetProcAddress
OpenProcess, RegOpenKeyExW
IsBadWritePtr, RegCloseKey
SetThreadPriority, IsBadReadPtr
RegSetValueExW, GetCurrentThreadId
RegEnumKeyW, LocalAlloc
GlobalAlloc, GetEnvironmentVariableW
GlobalFree, HeapAlloc
GlobalAlloc, CreateProcessW
LoadLibraryA, RegQueryValueExW
GetFileAttributesW, RegEnumValueW
GlobalLock, GetCurrentThreadId
GetModuleFileNameW, RegQueryValueExW
GetLongPathNameW, RegSetValueExW
GlobalAlloc, RegEnumValueW
GetProcAddress, GetCurrentThreadId
IsBadReadPtr, LocalFree
GetLongPathNameW, GlobalUnlock
HeapFree, RegEnumKeyW
RegSetValueExW, GetEnvironmentVariableW
CreateProcessW, RegCloseKey
RegCloseKey, GetCurrentProcessId
LocalFree, IsBadStringPtrW
LoadLibraryExW, GetModuleFileNameW
GetCurrentProcessId, OpenProcess
GetEnvironmentVariableW, GetFileAttributesW
OpenProcess, LocalFree
GlobalSize, RegCreateKeyExW
RegOpenKeyExA, OpenProcess
GlobalSize, GlobalSize
RegEnumValueW, GetProcAddress
GlobalLock, GetEnvironmentVariableW
GlobalLock, CreateProcessW
RegQueryValueW, IsBadReadPtr
RegCreateKeyExW, RegOpenKeyExW
GetFullPathNameW, IsBadStringPtrW
GetLongPathNameW, GlobalFree
LoadLibraryExW, LoadLibraryExW
RegSetValueExW, RegEnumValueW
RegOpenKeyExA, HeapFree
RegCloseKey, IsBadWritePtr
SetThreadPriority, GetCurrentThreadId
LocalFree, RegCloseKey
GlobalReAlloc, RegCloseKey
HeapAlloc, GetProcAddress
RegQueryValueW, IsBadWritePtr
LocalAlloc, SetThreadPriority
LocalAlloc, GetFileAttributesW
GetEnvironmentVariableW, LoadLibraryA
GetLongPathNameW, RegOpenKeyExA
GetCurrentProcessId, GlobalUnlock
GetCurrentThread, RegCreateKeyExW
GlobalSize, HeapAlloc
GetFullPathNameW, RegCloseKey
GlobalFree, RegEnumKeyW
GetCurrentThread, GlobalSize
RegOpenKeyExA, GlobalLock
IsBadStringPtrW, IsBadReadPtr
RegCloseKey, GetCurrentThread
GlobalReAlloc, IsBadReadPtr
GlobalAlloc, LocalFree
GetCurrentThreadId, LoadLibraryExW
LoadLibraryA, RegSetValueExW
LoadLibraryExW, HeapAlloc
GetCurrentProcessId, GlobalFree
LocalAlloc, LoadLibraryA
GetEnvironmentVariableW, LocalAlloc
RegOpenKeyExA, GlobalFree
GetCurrentThread, HeapAlloc
RegEnumValueW, OpenProcess
HeapFree, GetCurrentProcessId
RegQueryValueW, GetCurrentThreadId
RegEnumKeyW, GlobalReAlloc
GetCurrentProcessId, RegOpenKeyExA
IsBadReadPtr, GetProcAddress
RegSetValueExW, LocalFree
GlobalUnlock, RegEnumValueW
RegOpenKeyExA, RegOpenKeyExA
HeapAlloc, OpenProcess
GetCurrentProcessId, GetLongPathNameW
IsBadReadPtr, RegQueryValueExW
GlobalLock, LocalFree
LocalAlloc, LocalAlloc
GetCurrentThreadId, GetFullPathNameW
RegCloseKey, CreateProcessW
IsBadStringPtrW, GetCurrentThreadId
HeapAlloc, HeapFree
RegQueryValueW, GetEnvironmentVariableW
RegEnumValueW, GlobalUnlock
OpenProcess, RegQueryValueExW
GlobalReAlloc, GetCurrentThreadId
LocalAlloc, RegOpenKeyExW
RegOpenKeyExW, SetThreadPriority
GlobalUnlock, GetFileAttributesW
GlobalFree, GetCurrentProcessId
HeapFree, GetCurrentThread
RegQueryValueExW, GetFileAttributesW
RegQueryValueExW, SetThreadPriority
HeapAlloc, GlobalLock
RegQueryValueW, RegEnumValueW
IsBadWritePtr, GetFileAttributesW
LoadLibraryW, RegOpenKeyExW
RegEnumValueW, GlobalFree
RegOpenKeyExA, RegCreateKeyExW
RegOpenKeyExA, GlobalSize
RegCloseKey, RegOpenKeyExW
GlobalFree, IsBadWritePtr
IsBadStringPtrW, GetEnvironmentVariableW
