RegOpenKeyExW
LoadLibraryA
GetProcAddress
RegOpenKeyExA
LocalAlloc
HeapAlloc
HeapFree
IsBadReadPtr
IsBadWritePtr
LocalFree
RegQueryValueExW
RegCloseKey
GetCurrentThread
GlobalAlloc
GlobalLock
GetCurrentThreadId
RegQueryValueW
GlobalUnlock
RegEnumKeyW
IsBadStringPtrW
GetCurrentProcessId
GlobalReAlloc
GlobalSize
GlobalFree
RegEnumValueW
GetEnvironmentVariableW
RegCreateKeyExW
LoadLibraryExW
RegSetValueExW
CreateProcessW
SetThreadPriority
OpenProcess
GetModuleFileNameW
ReadFile
LoadLibraryW
GetFileAttributesW
GetFullPathNameW
GetLongPathNameW
GetLongPathNameW, RegQueryValueExW
GlobalReAlloc, RegCreateKeyExW
GlobalSize, GlobalSize
GetFileAttributesW, RegSetValueExW
LocalAlloc, RegQueryValueW
RegSetValueExW, HeapAlloc
GlobalSize, CreateProcessW
GetLongPathNameW, HeapAlloc
RegQueryValueExW, RegOpenKeyExA
GetProcAddress, GetCurrentThread
RegCloseKey, GetEnvironmentVariableW
RegQueryValueExW, GlobalAlloc
IsBadWritePtr, GetEnvironmentVariableW
SetThreadPriority, HeapFree
HeapFree, HeapFree
GetLongPathNameW, RegCloseKey
GlobalUnlock, GlobalFree
RegQueryValueW, GlobalUnlock
GlobalAlloc, RegOpenKeyExA
GlobalFree, GetCurrentThreadId
RegEnumKeyW, HeapFree
LocalFree, GetModuleFileNameW
RegEnumValueW, CreateProcessW
GlobalAlloc, GlobalAlloc
GlobalSize, IsBadWritePtr
IsBadStringPtrW, GlobalUnlock
GetFileAttributesW, LocalAlloc
GlobalReAlloc, LoadLibraryExW
GlobalUnlock, RegOpenKeyExW
GetCurrentThread, GetCurrentProcessId
LoadLibraryA, RegQueryValueExW
GlobalLock, OpenProcess
GlobalFree, GetProcAddress
IsBadReadPtr, RegQueryValueExW
RegOpenKeyExA, GetFullPathNameW
RegCloseKey, LoadLibraryA
RegOpenKeyExW, IsBadStringPtrW
RegOpenKeyExA, RegSetValueExW
RegOpenKeyExW, GlobalLock
GetCurrentProcessId, IsBadStringPtrW
IsBadWritePtr, LoadLibraryA
GlobalSize, IsBadReadPtr
RegEnumValueW, IsBadWritePtr
OpenProcess, SetThreadPriority
RegOpenKeyExW, LocalFree
GetCurrentProcessId, LocalFree
OpenProcess, RegOpenKeyExW
GetModuleFileNameW, GetCurrentThreadId
GetCurrentThread, RegCreateKeyExW
LoadLibraryA, HeapAlloc
IsBadReadPtr, HeapAlloc
RegOpenKeyExA, GetFileAttributesW
RegQueryValueW, GetEnvironmentVariableW
GetCurrentThreadId, GetFileAttributesW
GlobalReAlloc, GetLongPathNameW
IsBadStringPtrW, GetEnvironmentVariableW
LoadLibraryA, RegCloseKey
LoadLibraryExW, GetCurrentProcessId
RegOpenKeyExW, GetCurrentThread
RegEnumValueW, IsBadReadPtr
SetThreadPriority, SetThreadPriority
RegSetValueExW, GetCurrentThreadId
GetCurrentThreadId, LoadLibraryExW
LocalFree, GetFullPathNameW
RegSetValueExW, GetProcAddress
RegQueryValueExW, IsBadStringPtrW
RegQueryValueExW, GlobalLock
GetFullPathNameW, IsBadWritePtr
LoadLibraryExW, RegCreateKeyExW
RegCloseKey, RegQueryValueW
RegQueryValueExW, LocalFree
LocalFree, RegSetValueExW
GetLongPathNameW, HeapFree
LocalAlloc, GlobalSize
LocalAlloc, RegEnumValueW
GlobalFree, RegSetValueExW
IsBadWritePtr, RegQueryValueW
GlobalLock, GetProcAddress
LocalAlloc, CreateProcessW
IsBadStringPtrW, LoadLibraryA
GlobalAlloc, IsBadStringPtrW
GlobalAlloc, GlobalLock
LocalFree, GetFileAttributesW
GetEnvironmentVariableW, GetCurrentThread
GlobalAlloc, LocalFree
GetFullPathNameW, IsBadReadPtr
GetCurrentThreadId, GetLongPathNameW
GlobalUnlock, HeapFree
RegEnumValueW, RegQueryValueExW
GlobalReAlloc, RegOpenKeyExA
GetProcAddress, GlobalFree
GlobalReAlloc, GlobalAlloc
HeapFree, GetCurrentProcessId
IsBadReadPtr, GetCurrentThreadId
IsBadReadPtr, GetModuleFileNameW
LoadLibraryExW, LoadLibraryExW
GetCurrentThread, GetLongPathNameW
GetProcAddress, RegOpenKeyExW
GlobalSize, OpenProcess
RegEnumKeyW, GetCurrentProcessId
RegEnumValueW, HeapAlloc
IsBadReadPtr, GetProcAddress
RegOpenKeyExA, GlobalUnlock
RegQueryValueW, RegQueryValueW
GetProcAddress, LoadLibraryW
LoadLibraryA, HeapFree
GlobalLock, GetFullPathNameW
RegCreateKeyExW, RegQueryValueExW
SetThreadPriority, RegCreateKeyExW
IsBadStringPtrW, RegQueryValueW
HeapFree, RegCreateKeyExW
GlobalLock, RegSetValueExW
CreateProcessW, GlobalFree
RegEnumKeyW, RegCreateKeyExW
RegSetValueExW, RegEnumKeyW
GetFileAttributesW, LoadLibraryA
GetCurrentThreadId, RegOpenKeyExA
LoadLibraryExW, GetLongPathNameW
RegCreateKeyExW, HeapAlloc
CreateProcessW, RegOpenKeyExW
GetCurrentThreadId, GlobalAlloc
CreateProcessW, RegCloseKey
RegSetValueExW, LocalAlloc
RegOpenKeyExA, GetEnvironmentVariableW
RegCreateKeyExW, RegCloseKey
RegCloseKey, RegEnumValueW
GetCurrentThread, RegOpenKeyExA
RegOpenKeyExW, GlobalReAlloc
LocalFree, GlobalUnlock
GlobalSize, GetCurrentThreadId
GlobalFree, GlobalUnlock
IsBadWritePtr, RegEnumValueW
RegOpenKeyExW, SetThreadPriority
LocalAlloc, RegQueryValueExW
GetCurrentProcessId, IsBadWritePtr
RegOpenKeyExW, IsBadWritePtr
HeapFree, LoadLibraryExW
RegQueryValueExW, GlobalSize
RegEnumKeyW, LoadLibraryExW
HeapAlloc, GetFullPathNameW
GlobalReAlloc, IsBadStringPtrW
GlobalReAlloc, GlobalLock
GetLongPathNameW, GetCurrentProcessId
GlobalReAlloc, LocalFree
RegQueryValueExW, CreateProcessW
RegOpenKeyExW, IsBadReadPtr
RegEnumValueW, GetCurrentThreadId
GlobalAlloc, GlobalSize
LocalAlloc, HeapAlloc
GetProcAddress, HeapFree
IsBadReadPtr, RegEnumKeyW
GetCurrentProcessId, IsBadReadPtr
GetEnvironmentVariableW, GlobalFree
LoadLibraryExW, RegOpenKeyExA
GlobalAlloc, CreateProcessW
RegEnumValueW, GetProcAddress
HeapAlloc, GetFileAttributesW
GlobalReAlloc, GetCurrentThread
LocalFree, GetEnvironmentVariableW
HeapFree, GetLongPathNameW
GlobalFree, GetEnvironmentVariableW
RegQueryValueExW, GlobalReAlloc
GetEnvironmentVariableW, RegOpenKeyExW
RegQueryValueW, GlobalSize
RegQueryValueExW, IsBadWritePtr
RegEnumKeyW, GetLongPathNameW
