('RegOpenKeyExA'; 'ReadFile'),malicious
Pattern,Present,Absent
('GetFileAttributesW';),malicious,benign
('GetFullPathNameW';),malicious,benign
('GetFileAttributesW'; 'LocalAlloc'),malicious,benign
('RegOpenKeyExA'; 'GetFullPathNameW'),malicious,benign
('RegOpenKeyExA'; 'GetFileAttributesW'),malicious,benign
('GetCurrentThreadId'; 'GetFileAttributesW'),malicious,benign
('LocalFree'; 'GetFullPathNameW'),malicious,benign
('LocalFree'; 'GetFileAttributesW'),malicious,benign
('HeapAlloc'; 'GetFullPathNameW'),malicious,benign
('HeapAlloc'; 'GetFileAttributesW'),malicious,benign
('RegOpenKeyExW'; 'GetFullPathNameW'),malicious,benign
('GetFileAttributesW'; 'RegCloseKey'),malicious,benign
('GetFileAttributesW'; 'HeapFree'),malicious,benign
('GetCurrentThreadId'; 'GetFullPathNameW'),malicious,benign
('HeapFree'; 'GetFullPathNameW'),malicious,benign
('HeapFree'; 'GetFileAttributesW'),malicious,benign
('GetFullPathNameW'; 'HeapAlloc'),malicious,benign
('GetFileAttributesW'; 'LocalFree'),malicious,benign
('LocalAlloc'; 'GetFileAttributesW'),malicious,benign
('RegCloseKey'; 'GetFullPathNameW'),malicious,benign
('IsBadWritePtr'; 'GetFullPathNameW'),malicious,benign
('RegCloseKey'; 'GetFileAttributesW'),malicious,benign
('GetFullPathNameW'; 'HeapFree'),malicious,benign
('IsBadReadPtr'; 'GetFullPathNameW'),malicious,benign
('LocalAlloc'; 'GetFullPathNameW'),malicious,benign
('GetCurrentProcessId'; 'GetFullPathNameW'),malicious,benign
('GetFileAttributesW'; 'HeapAlloc'),malicious,benign
('RegOpenKeyExW'; 'GetFileAttributesW'),malicious,benign
('GetCurrentProcessId'; 'GetFileAttributesW'),malicious,benign
('RegQueryValueExW'; 'GetFullPathNameW'),malicious,benign
