RegOpenKeyExW
LoadLibraryA
GetProcAddress
RegOpenKeyExA
LocalAlloc
HeapAlloc
HeapFree
IsBadReadPtr
IsBadWritePtr
LocalFree
RegQueryValueExW
RegCloseKey
GetCurrentThread
GlobalAlloc
GlobalLock
GetCurrentThreadId
RegQueryValueW
GlobalUnlock
RegEnumKeyW
IsBadStringPtrW
GetCurrentProcessId
GlobalReAlloc
GlobalSize
GlobalFree
RegEnumValueW
GetEnvironmentVariableW
RegCreateKeyExW
LoadLibraryExW
RegSetValueExW
CreateProcessW
SetThreadPriority
OpenProcess
GetModuleFileNameW
ReadFile
LoadLibraryW
GetFileAttributesW
GetFullPathNameW
GetLongPathNameW
IsBadWritePtr, GetProcAddress
GlobalUnlock, GetCurrentThread
LocalFree, LoadLibraryA
GlobalUnlock, HeapAlloc
HeapFree, RegCreateKeyExW
LocalFree, GlobalReAlloc
IsBadWritePtr, GlobalFree
GetProcAddress, GetCurrentThread
GetProcAddress, HeapAlloc
GetCurrentProcessId, LoadLibraryA
RegQueryValueW, HeapFree
LocalAlloc, RegEnumValueW
RegOpenKeyExW, GetEnvironmentVariableW
RegSetValueExW, LoadLibraryA
LocalAlloc, GlobalAlloc
RegSetValueExW, GlobalReAlloc
RegCloseKey, RegEnumValueW
HeapAlloc, HeapFree
RegOpenKeyExW, LoadLibraryW
GlobalSize, RegCloseKey
GetFullPathNameW, IsBadReadPtr
GetCurrentThread, GetCurrentThreadId
RegEnumKeyW, RegSetValueExW
SetThreadPriority, RegOpenKeyExA
RegCloseKey, GlobalAlloc
RegQueryValueExW, RegCreateKeyExW
GlobalFree, GetFileAttributesW
GetFileAttributesW, IsBadReadPtr
RegOpenKeyExW, HeapAlloc
GetLongPathNameW, RegQueryValueExW
GlobalFree, GlobalSize
GlobalReAlloc, GetLongPathNameW
RegEnumKeyW, GetCurrentThreadId
IsBadReadPtr, RegCreateKeyExW
RegOpenKeyExA, LocalFree
CreateProcessW, IsBadWritePtr
RegEnumValueW, GetCurrentThreadId
GlobalSize, IsBadReadPtr
GlobalLock, LoadLibraryA
GlobalFree, CreateProcessW
GetCurrentThreadId, RegQueryValueW
GlobalLock, GlobalReAlloc
GetCurrentThread, GetLongPathNameW
GlobalUnlock, LoadLibraryExW
RegQueryValueW, RegQueryValueExW
LoadLibraryA, HeapFree
GetEnvironmentVariableW, LocalFree
HeapAlloc, RegQueryValueExW
RegOpenKeyExW, LoadLibraryExW
RegCreateKeyExW, RegOpenKeyExW
OpenProcess, LocalAlloc
RegEnumValueW, GetLongPathNameW
GlobalFree, OpenProcess
GlobalFree, RegOpenKeyExW
GlobalFree, GetEnvironmentVariableW
SetThreadPriority, LoadLibraryA
LocalAlloc, IsBadWritePtr
GlobalAlloc, LocalAlloc
GlobalReAlloc, SetThreadPriority
LoadLibraryExW, CreateProcessW
HeapFree, GetCurrentProcessId
RegOpenKeyExA, IsBadStringPtrW
RegCloseKey, IsBadWritePtr
IsBadWritePtr, RegCloseKey
GlobalUnlock, RegCreateKeyExW
GetFullPathNameW, LocalFree
GetCurrentProcessId, RegSetValueExW
LocalFree, RegSetValueExW
RegOpenKeyExA, GetCurrentThreadId
CreateProcessW, GetCurrentThreadId
RegQueryValueExW, RegOpenKeyExA
GetFileAttributesW, LocalFree
GlobalSize, GlobalLock
GetCurrentThread, SetThreadPriority
LoadLibraryA, RegQueryValueExW
IsBadStringPtrW, RegCloseKey
RegSetValueExW, RegSetValueExW
IsBadReadPtr, RegOpenKeyExA
GetEnvironmentVariableW, IsBadStringPtrW
RegQueryValueExW, RegEnumKeyW
LoadLibraryExW, RegOpenKeyExW
GlobalAlloc, RegEnumKeyW
RegEnumKeyW, RegQueryValueW
GlobalReAlloc, GetEnvironmentVariableW
IsBadReadPtr, GetCurrentProcessId
GetCurrentThreadId, GlobalUnlock
GetCurrentProcessId, HeapFree
GlobalSize, LocalFree
