('RegSetValueExW'; 'GetEnvironmentVariableW'),246,220,26
Pattern_Name,Total_Unique_Count,Malicious_Unique_Count,Beneign_Unique_Count
('SetThreadPriority';),145,119,26
('OpenProcess';),139,113,26
('ReadFile';),110,110,0
('GetFileAttributesW';),220,220,0
('GetFullPathNameW';),215,215,0
('GetLongPathNameW';),215,215,0
('GetLongPathNameW'; 'RegQueryValueExW'),210,210,0
('GetFileAttributesW'; 'RegSetValueExW'),220,220,0
('GetLongPathNameW'; 'HeapAlloc'),215,215,0
('SetThreadPriority'; 'HeapFree'),145,119,26
('GetLongPathNameW'; 'RegCloseKey'),215,215,0
('GetFileAttributesW'; 'LocalAlloc'),220,220,0
('GlobalLock'; 'OpenProcess'),139,113,26
('RegOpenKeyExA'; 'GetFullPathNameW'),214,214,0
('OpenProcess'; 'SetThreadPriority'),138,112,26
('OpenProcess'; 'RegOpenKeyExW'),139,113,26
('RegOpenKeyExA'; 'GetFileAttributesW'),220,220,0
('GetCurrentThreadId'; 'GetFileAttributesW'),220,220,0
('GlobalReAlloc'; 'GetLongPathNameW'),211,211,0
('SetThreadPriority'; 'SetThreadPriority'),137,112,25
('LocalFree'; 'GetFullPathNameW'),215,215,0
('GetFullPathNameW'; 'IsBadWritePtr'),212,212,0
('GetLongPathNameW'; 'HeapFree'),215,215,0
('LocalFree'; 'GetFileAttributesW'),220,220,0
('GetFullPathNameW'; 'IsBadReadPtr'),212,212,0
('GetCurrentThreadId'; 'GetLongPathNameW'),215,215,0
('GetCurrentThread'; 'GetLongPathNameW'),215,215,0
('GlobalSize'; 'OpenProcess'),139,113,26
('GlobalLock'; 'GetFullPathNameW'),209,209,0
('GetFileAttributesW'; 'LoadLibraryA'),216,216,0
('LoadLibraryExW'; 'GetLongPathNameW'),206,206,0
('RegOpenKeyExW'; 'SetThreadPriority'),144,118,26
('HeapAlloc'; 'GetFullPathNameW'),215,215,0
('GetLongPathNameW'; 'GetCurrentProcessId'),213,213,0
('HeapAlloc'; 'GetFileAttributesW'),220,220,0
('HeapFree'; 'GetLongPathNameW'),215,215,0
('RegEnumKeyW'; 'GetLongPathNameW'),214,214,0
('GlobalUnlock'; 'GetFullPathNameW'),209,209,0
('HeapAlloc'; 'GetLongPathNameW'),215,215,0
('GlobalUnlock'; 'GetFileAttributesW'),211,211,0
('RegOpenKeyExW'; 'OpenProcess'),139,113,26
('HeapFree'; 'SetThreadPriority'),144,118,26
('GetCurrentProcessId'; 'OpenProcess'),139,113,26
('GetFileAttributesW'; 'RegEnumValueW'),220,220,0
('GetFullPathNameW'; 'GetFullPathNameW'),213,213,0
('GetFullPathNameW'; 'RegSetValueExW'),214,214,0
('GlobalUnlock'; 'GetLongPathNameW'),211,211,0
('RegQueryValueExW'; 'OpenProcess'),139,113,26
('GlobalReAlloc'; 'SetThreadPriority'),144,118,26
('GlobalAlloc'; 'OpenProcess'),139,113,26
('GetLongPathNameW'; 'RegOpenKeyExA'),209,209,0
('SetThreadPriority'; 'IsBadStringPtrW'),138,113,25
('SetThreadPriority'; 'LocalFree'),145,119,26
('GetCurrentThreadId'; 'SetThreadPriority'),145,119,26
('OpenProcess'; 'RegOpenKeyExA'),134,109,25
('GetCurrentThread'; 'SetThreadPriority'),145,119,26
('GetFullPathNameW'; 'GlobalUnlock'),208,208,0
('RegOpenKeyExW'; 'GetFullPathNameW'),215,215,0
('GetFileAttributesW'; 'RegCloseKey'),220,220,0
('GetLongPathNameW'; 'IsBadStringPtrW'),212,212,0
('GetEnvironmentVariableW'; 'GetFullPathNameW'),214,214,0
('GlobalReAlloc'; 'OpenProcess'),139,113,26
('CreateProcessW'; 'GetLongPathNameW'),211,211,0
('GetLongPathNameW'; 'GetCurrentThread'),210,210,0
('GetEnvironmentVariableW'; 'GetFileAttributesW'),220,220,0
('OpenProcess'; 'IsBadStringPtrW'),138,113,25
('OpenProcess'; 'LocalFree'),139,113,26
('GetCurrentThreadId'; 'OpenProcess'),139,113,26
('SetThreadPriority'; 'RegOpenKeyExW'),145,119,26
('GetFileAttributesW'; 'HeapFree'),220,220,0
('RegEnumKeyW'; 'SetThreadPriority'),144,118,26
('GetEnvironmentVariableW'; 'GetLongPathNameW'),215,215,0
('GlobalReAlloc'; 'GetFullPathNameW'),209,209,0
('GetLongPathNameW'; 'GlobalFree'),210,210,0
('GetLongPathNameW'; 'RegOpenKeyExW'),211,211,0
('GlobalReAlloc'; 'GetFileAttributesW'),211,211,0
('GlobalUnlock'; 'SetThreadPriority'),144,118,26
('GetCurrentThreadId'; 'GetFullPathNameW'),215,215,0
('HeapFree'; 'OpenProcess'),139,113,26
('RegEnumKeyW'; 'OpenProcess'),139,113,26
('OpenProcess'; 'IsBadWritePtr'),139,113,26
('LoadLibraryA'; 'GlobalFree'),126,102,24
('GetFileAttributesW'; 'GetCurrentProcessId'),217,217,0
('GetCurrentThread'; 'GetFullPathNameW'),214,214,0
('GetFullPathNameW'; 'CreateProcessW'),212,212,0
('OpenProcess'; 'IsBadReadPtr'),138,113,25
('GetCurrentThread'; 'GetFileAttributesW'),220,220,0
('HeapAlloc'; 'OpenProcess'),139,113,26
('GetFileAttributesW'; 'LoadLibraryExW'),209,209,0
('GlobalUnlock'; 'OpenProcess'),139,113,26
('GetFileAttributesW'; 'GetLongPathNameW'),215,215,0
('HeapFree'; 'GetFullPathNameW'),215,215,0
('GetFullPathNameW'; 'RegQueryValueExW'),214,214,0
('RegEnumKeyW'; 'GetFullPathNameW'),212,212,0
('CreateProcessW'; 'SetThreadPriority'),144,118,26
('HeapFree'; 'GetFileAttributesW'),220,220,0
('GetFullPathNameW'; 'HeapAlloc'),215,215,0
('RegEnumKeyW'; 'GetFileAttributesW'),215,215,0
('GetFileAttributesW'; 'RegOpenKeyExA'),220,220,0
('OpenProcess'; 'GetCurrentThreadId'),136,110,26
('GetEnvironmentVariableW'; 'SetThreadPriority'),144,118,26
('RegOpenKeyExA'; 'ReadFile'),110,110,0
('RegSetValueExW'; 'GetFileAttributesW'),220,220,0
('GetFullPathNameW'; 'GetCurrentThreadId'),214,214,0
('CreateProcessW'; 'OpenProcess'),139,113,26
('OpenProcess'; 'RegSetValueExW'),138,113,25
('GetFileAttributesW'; 'IsBadStringPtrW'),213,213,0
('GetFileAttributesW'; 'LocalFree'),220,220,0
('RegSetValueExW'; 'GetLongPathNameW'),215,215,0
('GetProcAddress'; 'GetProcAddress'),108,88,20
('GetFileAttributesW'; 'GetCurrentThread'),220,220,0
('RegCloseKey'; 'SetThreadPriority'),144,118,26
('OpenProcess'; 'LocalAlloc'),139,113,26
('IsBadWritePtr'; 'SetThreadPriority'),144,118,26
('GetEnvironmentVariableW'; 'OpenProcess'),139,113,26
('IsBadReadPtr'; 'GetLongPathNameW'),215,215,0
('GetFullPathNameW'; 'LocalAlloc'),214,214,0
('IsBadStringPtrW'; 'SetThreadPriority'),144,118,26
('GetFullPathNameW'; 'GetCurrentProcessId'),213,213,0
('GetFileAttributesW'; 'GlobalFree'),215,215,0
('GetFileAttributesW'; 'IsBadWritePtr'),217,217,0
('GetFileAttributesW'; 'RegOpenKeyExW'),220,220,0
('RegEnumValueW'; 'GetLongPathNameW'),215,215,0
('GetLongPathNameW'; 'LocalFree'),215,215,0
('OpenProcess'; 'LoadLibraryA'),131,107,24
('GetFileAttributesW'; 'IsBadReadPtr'),215,215,0
('LocalAlloc'; 'GetFileAttributesW'),220,220,0
('GetFullPathNameW'; 'LoadLibraryA'),210,210,0
('LocalAlloc'; 'GetLongPathNameW'),215,215,0
('GetCurrentThread'; 'OpenProcess'),139,113,26
('RegCloseKey'; 'GetFullPathNameW'),215,215,0
('IsBadWritePtr'; 'GetFullPathNameW'),215,215,0
('RegCloseKey'; 'GetFileAttributesW'),220,220,0
('IsBadWritePtr'; 'GetFileAttributesW'),218,218,0
('SetThreadPriority'; 'RegQueryValueExW'),141,115,26
('RegSetValueExW'; 'SetThreadPriority'),144,118,26
('GetLongPathNameW'; 'IsBadWritePtr'),212,212,0
('IsBadStringPtrW'; 'GetFullPathNameW'),212,212,0
('SetThreadPriority'; 'HeapAlloc'),145,119,26
('GetLongPathNameW'; 'IsBadReadPtr'),212,212,0
('RegCloseKey'; 'GetLongPathNameW'),215,215,0
('IsBadWritePtr'; 'GetLongPathNameW'),215,215,0
('IsBadStringPtrW'; 'GetFileAttributesW'),217,217,0
('IsBadReadPtr'; 'SetThreadPriority'),144,118,26
('GetFileAttributesW'; 'GetFullPathNameW'),214,214,0
('RegQueryValueW'; 'GetLongPathNameW'),214,214,0
('IsBadStringPtrW'; 'GetLongPathNameW'),212,212,0
('SetThreadPriority'; 'GetCurrentThreadId'),142,116,26
('GetFileAttributesW'; 'GetFileAttributesW'),220,220,0
('RegSetValueExW'; 'OpenProcess'),139,113,26
('OpenProcess'; 'RegQueryValueExW'),135,109,26
('GlobalSize'; 'SetThreadPriority'),144,118,26
('OpenProcess'; 'HeapAlloc'),139,113,26
('RegEnumValueW'; 'SetThreadPriority'),144,118,26
('OpenProcess'; 'RegCloseKey'),139,113,26
('SetThreadPriority'; 'RegSetValueExW'),139,114,25
('IsBadReadPtr'; 'OpenProcess'),139,113,26
('GetLongPathNameW'; 'GetCurrentThreadId'),214,214,0
('GetFullPathNameW'; 'GlobalFree'),209,209,0
('RegCreateKeyExW'; 'SetThreadPriority'),138,112,26
('GlobalFree'; 'GetFullPathNameW'),210,210,0
('GetFileAttributesW'; 'GlobalUnlock'),210,210,0
('GetFullPathNameW'; 'RegOpenKeyExW'),214,214,0
('GetFullPathNameW'; 'RegCloseKey'),214,214,0
('SetThreadPriority'; 'LocalAlloc'),145,119,26
('GlobalFree'; 'GetFileAttributesW'),212,212,0
