('GlobalAlloc'; 'RegCreateKeyExW'),185,141,44
Pattern_Name,Total_Unique_Count,Malicious_Unique_Count,Beneign_Unique_Count
('ReadFile';),108,108,0
('GetFileAttributesW';),138,138,0
('GetFullPathNameW';),137,137,0
('GetLongPathNameW';),133,133,0
('GetLongPathNameW'; 'RegQueryValueExW'),132,132,0
('GetFileAttributesW'; 'RegSetValueExW'),138,138,0
('GetLongPathNameW'; 'HeapAlloc'),133,133,0
('GetLongPathNameW'; 'RegCloseKey'),133,133,0
('GetFileAttributesW'; 'LocalAlloc'),138,138,0
('RegOpenKeyExA'; 'GetFullPathNameW'),136,136,0
('RegOpenKeyExA'; 'GetFileAttributesW'),138,138,0
('GetCurrentThreadId'; 'GetFileAttributesW'),138,138,0
('GlobalReAlloc'; 'GetLongPathNameW'),132,132,0
('LocalFree'; 'GetFullPathNameW'),137,137,0
('GetFullPathNameW'; 'IsBadWritePtr'),135,135,0
('GetLongPathNameW'; 'HeapFree'),133,133,0
('LocalFree'; 'GetFileAttributesW'),138,138,0
('GetFullPathNameW'; 'IsBadReadPtr'),135,135,0
('GetCurrentThreadId'; 'GetLongPathNameW'),133,133,0
('GetCurrentThread'; 'GetLongPathNameW'),133,133,0
('GlobalLock'; 'GetFullPathNameW'),134,134,0
('GetFileAttributesW'; 'LoadLibraryA'),137,137,0
('LoadLibraryExW'; 'GetLongPathNameW'),127,127,0
('HeapAlloc'; 'GetFullPathNameW'),137,137,0
('GetLongPathNameW'; 'GetCurrentProcessId'),132,132,0
('HeapAlloc'; 'GetFileAttributesW'),138,138,0
('HeapFree'; 'GetLongPathNameW'),133,133,0
('RegEnumKeyW'; 'GetLongPathNameW'),132,132,0
('GlobalUnlock'; 'GetFullPathNameW'),134,134,0
('HeapAlloc'; 'GetLongPathNameW'),133,133,0
('GlobalUnlock'; 'GetFileAttributesW'),132,132,0
('GetFileAttributesW'; 'RegEnumValueW'),137,137,0
('GetFullPathNameW'; 'GetFullPathNameW'),132,132,0
('GetFullPathNameW'; 'RegSetValueExW'),133,133,0
('GlobalUnlock'; 'GetLongPathNameW'),132,132,0
('GetLongPathNameW'; 'RegOpenKeyExA'),131,131,0
('GetFullPathNameW'; 'GlobalUnlock'),131,131,0
('RegOpenKeyExW'; 'GetFullPathNameW'),137,137,0
('GetFileAttributesW'; 'RegCloseKey'),138,138,0
('GetLongPathNameW'; 'IsBadStringPtrW'),131,131,0
('GetEnvironmentVariableW'; 'GetFullPathNameW'),135,135,0
('CreateProcessW'; 'GetLongPathNameW'),131,131,0
('GetLongPathNameW'; 'GetCurrentThread'),132,132,0
('GetEnvironmentVariableW'; 'GetFileAttributesW'),137,137,0
('GetFileAttributesW'; 'HeapFree'),138,138,0
('GetEnvironmentVariableW'; 'GetLongPathNameW'),133,133,0
('GlobalReAlloc'; 'GetFullPathNameW'),134,134,0
('GetLongPathNameW'; 'GlobalFree'),131,131,0
('GetLongPathNameW'; 'RegOpenKeyExW'),133,133,0
('GlobalReAlloc'; 'GetFileAttributesW'),132,132,0
('GetCurrentThreadId'; 'GetFullPathNameW'),137,137,0
('LoadLibraryA'; 'GlobalFree'),115,73,42
('GetFileAttributesW'; 'GetCurrentProcessId'),135,135,0
('GetCurrentThread'; 'GetFullPathNameW'),136,136,0
('GetFullPathNameW'; 'CreateProcessW'),131,131,0
('GetCurrentThread'; 'GetFileAttributesW'),138,138,0
('GetFileAttributesW'; 'LoadLibraryExW'),130,130,0
('GetFileAttributesW'; 'GetLongPathNameW'),133,133,0
('HeapFree'; 'GetFullPathNameW'),137,137,0
('GetFullPathNameW'; 'RegQueryValueExW'),136,136,0
('RegEnumKeyW'; 'GetFullPathNameW'),133,133,0
('HeapFree'; 'GetFileAttributesW'),138,138,0
('GetFullPathNameW'; 'HeapAlloc'),137,137,0
('RegEnumKeyW'; 'GetFileAttributesW'),132,132,0
('GetFileAttributesW'; 'RegOpenKeyExA'),138,138,0
('RegOpenKeyExA'; 'ReadFile'),108,108,0
('RegSetValueExW'; 'GetFileAttributesW'),137,137,0
('GetFullPathNameW'; 'GetCurrentThreadId'),136,136,0
('GetFileAttributesW'; 'IsBadStringPtrW'),133,133,0
('GetFileAttributesW'; 'LocalFree'),138,138,0
('RegSetValueExW'; 'GetLongPathNameW'),133,133,0
('GetProcAddress'; 'GetProcAddress'),103,69,34
('GetFileAttributesW'; 'GetCurrentThread'),138,138,0
('IsBadReadPtr'; 'GetLongPathNameW'),133,133,0
('GetFullPathNameW'; 'LocalAlloc'),136,136,0
('GetFullPathNameW'; 'GetCurrentProcessId'),136,136,0
('GetFileAttributesW'; 'GlobalFree'),137,137,0
('GetFileAttributesW'; 'IsBadWritePtr'),136,136,0
('GetFileAttributesW'; 'RegOpenKeyExW'),138,138,0
('RegEnumValueW'; 'GetLongPathNameW'),133,133,0
('GetLongPathNameW'; 'LocalFree'),133,133,0
('GetFileAttributesW'; 'IsBadReadPtr'),135,135,0
('LocalAlloc'; 'GetFileAttributesW'),138,138,0
('GetFullPathNameW'; 'LoadLibraryA'),135,135,0
('LocalAlloc'; 'GetLongPathNameW'),133,133,0
('RegCloseKey'; 'GetFullPathNameW'),137,137,0
('IsBadWritePtr'; 'GetFullPathNameW'),137,137,0
('RegCloseKey'; 'GetFileAttributesW'),138,138,0
('IsBadWritePtr'; 'GetFileAttributesW'),135,135,0
('RegSetValueExW'; 'GlobalReAlloc'),156,131,25
('GetLongPathNameW'; 'IsBadWritePtr'),131,131,0
('IsBadStringPtrW'; 'GetFullPathNameW'),134,134,0
('GetLongPathNameW'; 'IsBadReadPtr'),131,131,0
('RegCloseKey'; 'GetLongPathNameW'),133,133,0
('IsBadWritePtr'; 'GetLongPathNameW'),133,133,0
('IsBadStringPtrW'; 'GetFileAttributesW'),134,134,0
('GetFileAttributesW'; 'GetFullPathNameW'),133,133,0
('RegQueryValueW'; 'GetLongPathNameW'),132,132,0
('IsBadStringPtrW'; 'GetLongPathNameW'),130,130,0
('GetFileAttributesW'; 'GetFileAttributesW'),137,137,0
('GetLongPathNameW'; 'GetCurrentThreadId'),132,132,0
('GetFullPathNameW'; 'GlobalFree'),132,132,0
('GlobalFree'; 'GetFullPathNameW'),132,132,0
('GetFileAttributesW'; 'GlobalUnlock'),131,131,0
('GetFullPathNameW'; 'RegOpenKeyExW'),134,134,0
('GetFullPathNameW'; 'RegCloseKey'),136,136,0
('GlobalFree'; 'GetFileAttributesW'),133,133,0
('RegOpenKeyExA'; 'GetLongPathNameW'),133,133,0
('GetFileAttributesW'; 'GetEnvironmentVariableW'),138,138,0
('RegSetValueExW'; 'GetFullPathNameW'),135,135,0
('GetLongPathNameW'; 'RegSetValueExW'),132,132,0
('LocalFree'; 'GetLongPathNameW'),133,133,0
('GlobalFree'; 'GetLongPathNameW'),132,132,0
('GlobalLock'; 'GetFileAttributesW'),132,132,0
('GetFullPathNameW'; 'HeapFree'),137,137,0
('GetLongPathNameW'; 'LocalAlloc'),133,133,0
('IsBadReadPtr'; 'GetFullPathNameW'),137,137,0
('IsBadReadPtr'; 'GetFileAttributesW'),135,135,0
('GlobalLock'; 'GetLongPathNameW'),132,132,0
('GetLongPathNameW'; 'GlobalUnlock'),131,131,0
('GlobalSize'; 'GetFullPathNameW'),130,130,0
('RegEnumValueW'; 'GetFullPathNameW'),135,135,0
('GlobalSize'; 'GetFileAttributesW'),131,131,0
('RegSetValueExW'; 'GetEnvironmentVariableW'),163,137,26
('RegEnumValueW'; 'GetFileAttributesW'),137,137,0
('GetFileAttributesW'; 'CreateProcessW'),132,132,0
('GetLongPathNameW'; 'LoadLibraryA'),132,132,0
('GlobalSize'; 'GetLongPathNameW'),131,131,0
('GetFullPathNameW'; 'GetFileAttributesW'),133,133,0
('LocalAlloc'; 'GetFullPathNameW'),137,137,0
('GetFullPathNameW'; 'LoadLibraryExW'),129,129,0
('GetFullPathNameW'; 'GetLongPathNameW'),131,131,0
('GetFileAttributesW'; 'RegQueryValueExW'),138,138,0
('GetCurrentProcessId'; 'GetFullPathNameW'),137,137,0
