('RegQueryValueW'; 'RegCreateKeyExW'),184,139,45
Pattern_Name,Total_Unique_Count,Malicious_Unique_Count,Beneign_Unique_Count
('ReadFile';),107,107,0
('GetFileAttributesW';),138,138,0
('GetFullPathNameW';),137,137,0
('GetLongPathNameW';),135,135,0
('GetLongPathNameW'; 'RegQueryValueExW'),134,134,0
('GetFileAttributesW'; 'RegSetValueExW'),138,138,0
('GetLongPathNameW'; 'HeapAlloc'),135,135,0
('GetLongPathNameW'; 'RegCloseKey'),135,135,0
('GetFileAttributesW'; 'LocalAlloc'),138,138,0
('RegOpenKeyExA'; 'GetFullPathNameW'),136,136,0
('RegOpenKeyExA'; 'GetFileAttributesW'),138,138,0
('GetCurrentThreadId'; 'GetFileAttributesW'),138,138,0
('GlobalReAlloc'; 'GetLongPathNameW'),132,132,0
('LocalFree'; 'GetFullPathNameW'),137,137,0
('GetFullPathNameW'; 'IsBadWritePtr'),135,135,0
('GetLongPathNameW'; 'HeapFree'),135,135,0
('LocalFree'; 'GetFileAttributesW'),138,138,0
('GetFullPathNameW'; 'IsBadReadPtr'),135,135,0
('GetCurrentThreadId'; 'GetLongPathNameW'),135,135,0
('GetCurrentThread'; 'GetLongPathNameW'),135,135,0
('GlobalLock'; 'GetFullPathNameW'),131,131,0
('GetFileAttributesW'; 'LoadLibraryA'),137,137,0
('LoadLibraryExW'; 'GetLongPathNameW'),129,129,0
('HeapAlloc'; 'GetFullPathNameW'),137,137,0
('GetLongPathNameW'; 'GetCurrentProcessId'),134,134,0
('HeapAlloc'; 'GetFileAttributesW'),138,138,0
('HeapFree'; 'GetLongPathNameW'),135,135,0
('RegEnumKeyW'; 'GetLongPathNameW'),135,135,0
('GlobalUnlock'; 'GetFullPathNameW'),131,131,0
('HeapAlloc'; 'GetLongPathNameW'),135,135,0
('GlobalUnlock'; 'GetFileAttributesW'),132,132,0
('GetFileAttributesW'; 'RegEnumValueW'),136,136,0
('GetFullPathNameW'; 'GetFullPathNameW'),134,134,0
('GetFullPathNameW'; 'RegSetValueExW'),137,137,0
('GlobalUnlock'; 'GetLongPathNameW'),132,132,0
('GetLongPathNameW'; 'RegOpenKeyExA'),134,134,0
('GetFullPathNameW'; 'GlobalUnlock'),132,132,0
('RegOpenKeyExW'; 'GetFullPathNameW'),137,137,0
('GetFileAttributesW'; 'RegCloseKey'),138,138,0
('GetLongPathNameW'; 'IsBadStringPtrW'),133,133,0
('GetEnvironmentVariableW'; 'GetFullPathNameW'),134,134,0
('CreateProcessW'; 'GetLongPathNameW'),132,132,0
('GetLongPathNameW'; 'GetCurrentThread'),135,135,0
('GetEnvironmentVariableW'; 'GetFileAttributesW'),136,136,0
('GetFileAttributesW'; 'HeapFree'),138,138,0
('GetEnvironmentVariableW'; 'GetLongPathNameW'),135,135,0
('GlobalReAlloc'; 'GetFullPathNameW'),131,131,0
('GetLongPathNameW'; 'GlobalFree'),131,131,0
('GetLongPathNameW'; 'RegOpenKeyExW'),135,135,0
('GlobalReAlloc'; 'GetFileAttributesW'),132,132,0
('GetCurrentThreadId'; 'GetFullPathNameW'),137,137,0
('LoadLibraryA'; 'GlobalFree'),112,70,42
('GetFileAttributesW'; 'GetCurrentProcessId'),138,138,0
('GetCurrentThread'; 'GetFullPathNameW'),134,134,0
('GetFullPathNameW'; 'CreateProcessW'),134,134,0
('GetCurrentThread'; 'GetFileAttributesW'),138,138,0
('GetFileAttributesW'; 'LoadLibraryExW'),130,130,0
